Date,Timestamp,Account No,Balance,Amount,Third Party Account No,Third Party Name,balance_change
2023-12-06,2024-04-30 04:17:00,885259672.0,3571.09191292673,-2.93,,Coop Local,-2.925424525413291
2023-12-02,2024-04-30 10:32:00,184430449.0,3545.53633239109,-59.98,,Reebok,-135.92999999999893
2023-12-06,2024-04-30 04:24:00,679911053.0,3529.6543862333683,-16.96,,Lloyds Pharmacy,-16.95533967047686
2023-12-01,2024-04-30 00:00:00,487051121.0,3516.4106208703943,2472.0,,Lavender Primary,1642.9799999999998
2023-12-01,2024-04-30 00:00:00,685959099.0,3418.822866099244,1736.92,,Lavender Fields,48.95999999999958
2023-12-05,2024-04-30 09:15:00,352291960.0,3357.4650533035738,-135.34,,Tesco,-135.3449999999998
2023-12-01,2024-04-30 00:00:00,203466392.0,3323.441696095524,2841.66,,Lavender Primary,712.9699999999993
2023-12-01,2024-04-30 00:00:00,134847904.0,3318.7619834790694,-515.0,,Halifax,169.9399999999987
2023-12-04,2024-04-30 08:11:00,454356905.0,3258.5011190301416,-27.39,,Loosely Fitted,-27.39305396761847
2023-12-06,2024-04-30 11:51:00,494789005.0,3257.1066688728656,-31.7,,Fitted Stitch,-31.701193294794393
2023-12-05,2024-04-30 07:54:00,741903302.0,3243.5596174915186,-0.16,,AMAZON,-0.1562504437433745
2023-12-06,2024-04-30 20:15:00,835736339.0,3147.3795783833075,-26.09,,AMAZON,-26.086441307631503
2023-12-06,2024-04-30 10:34:00,916270283.0,3147.0302500000016,-35.95,,Blackwell's,-35.94999999999936
2023-12-03,2024-04-30 13:24:00,866941383.0,3130.7584803036743,-17.97,,The Works,-17.9699999999998
2023-12-04,2024-04-30 09:42:00,405416860.0,3117.369406880905,-34.29,,Fat Face,-104.24599999999964
2023-12-06,2024-04-30 16:54:00,605116158.0,3108.0777000000053,-28.0,,Sports Direct,-28.0
2023-12-06,2024-04-30 07:06:00,709608057.0,3086.121024181713,-36.29,,JustEat,-36.29000000000042
2023-12-03,2024-04-30 09:40:00,517190750.0,3069.3485899154125,-22.02,,Grand Union BJJ,-138.00999999999976
2023-12-06,2024-04-30 05:05:00,819515373.0,3049.3261876645106,-75.58,,Sainsbury Local,-75.57624839928485
2023-12-01,2024-04-30 00:00:00,673818591.0,3002.6821753758404,2000.0,,Selfridges,1254.99
2023-12-04,2024-04-30 09:19:00,233981231.0,2994.7607227241697,-1.99,,Brilliant Brushes,-36.969999999999345
2023-12-03,2024-04-30 09:15:00,254853117.0,2964.0907773361982,-22.98,,The Works,-22.980000000000018
2023-12-04,2024-04-30 09:22:00,298007503.0,2952.4841036256344,-173.6,,Fat Face,-173.5999999999999
2023-12-06,2024-04-30 05:44:00,128033695.0,2936.6604201137548,-44.61,,Coop Local,-44.61160021151272
2023-12-02,2024-04-30 09:28:00,585596026.0,2925.8311185692573,-24.95,,Wool,-112.88999999999851
2023-12-06,2024-04-30 08:46:00,970298834.0,2888.816150913943,-19.0,,Tesco,-18.999291595867817
2023-11-30,2024-04-30 00:00:00,126929801.0,2881.833819212563,1842.5,,Jollyes,1842.5000000000002
2023-12-06,2024-04-30 08:35:00,425730826.0,2866.7469093887203,-18.43,,Tesco,-18.434999999999945
2023-12-01,2024-04-30 00:00:00,854513972.0,2816.9177,-571.0,,LBG,34.97999999999956
2023-12-06,2024-04-30 07:29:00,187541224.0,2773.934627433773,-38.83,,Deliveroo,-38.82999999999993
2023-12-06,2024-04-30 13:12:00,585625048.0,2706.471883013491,-5.8,,Starbucks,-5.800000000000637
2023-12-02,2024-04-30 14:39:00,586041848.0,2699.7427000000007,-153.97,,Tesco,-153.97199999999975
2023-12-06,2024-04-30 04:19:00,749378808.0,2698.2548913460328,-32.99,,JustEat,-32.98999999999978
2023-12-04,2024-04-30 18:07:00,876890798.0,2686.899570699935,-61.37,,Tesco,-204.33619999999928
2023-12-05,2024-04-30 16:19:00,785210466.0,2683.7477969465604,-18.49,,Deliveroo,-18.48999999999978
2023-12-06,2024-04-30 17:50:00,520418719.0,2675.775300000004,-43.47,,Tesco,-43.471050000000105
2023-12-06,2024-04-30 19:35:00,867987292.0,2672.828312441252,-0.47,,Topshop,-0.47419326042381726
2023-12-06,2024-04-30 13:03:00,340321732.0,2656.489250000004,-5.0,,Starbucks,-5.0
2023-12-03,2024-04-30 11:13:00,913127700.0,2637.963138011117,-174.8,,Tesco,-217.77399999999943
2023-12-06,2024-04-30 08:28:00,659415300.0,2629.507146218075,-60.99,,Tesco,-60.98714999999993
2023-12-03,2024-04-30 12:20:00,846550094.0,2625.5792671741456,-69.99,,Sports Direct,-131.9399999999987
2023-12-06,2024-04-30 10:20:00,127809299.0,2576.975771126573,-28.0,,Sports Direct,-28.0
2023-12-01,2024-04-30 00:00:00,781554833.0,2575.3302255639665,1695.0,,Selfridges,1037.95
2023-12-05,2024-04-30 15:31:00,955035930.0,2564.6684791714783,-8.98,,Brilliant Brushes,-124.9699999999998
2023-12-05,2024-04-30 20:43:00,152488934.0,2545.127157313732,-40.9,,Tesco,-185.85749999999916
2023-12-04,2024-04-30 13:03:00,570410059.0,2540.852146776312,-64.5,,Topshop,-64.5
2023-12-03,2024-04-30 11:19:00,497809732.0,2520.5278695525963,-18.48,,Five Senses Art,-53.45999999999958
2023-12-05,2024-04-30 16:32:00,678330503.0,2508.672070991702,-24.99,,Amazon,-24.991668043340724
2023-12-06,2024-04-30 10:39:00,441142605.0,2472.4303733518577,-21.98,,Five Senses Art,-21.980000000000018
2023-12-01,2024-04-30 00:00:00,197865285.0,2471.3533117312204,2870.0,,Cass Art,2019.98
2023-12-05,2024-04-30 18:10:00,226703987.0,2458.8321365470747,-35.0,,Fat Face,-50.98999999999978
2023-12-06,2024-04-30 07:05:00,310375875.0,2451.936007188775,-26.06,,Etsy,-26.056377288648946
2023-12-05,2024-04-30 02:14:00,479366718.0,2442.3724130004225,-8.89,,Loosely Fitted,-8.888935139619662
2023-12-06,2024-04-30 09:22:00,683078800.0,2404.945389942463,-7.3,,Starbucks,-7.300000000000182
2023-12-03,2024-04-30 15:13:00,176922958.0,2360.5325471976503,-75.77,,Tesco,-75.76800000000003
2023-12-06,2024-04-30 06:38:00,399144202.0,2338.88132556208,-31.23,,Revella,-31.227902017073575
2023-12-06,2024-04-30 04:58:00,925037906.0,2332.352800000002,-21.7,,JustEat,-45.67999999999938
2023-12-05,2024-04-30 13:55:00,995615876.0,2331.76286187726,-33.64,,Deliveroo,-33.63999999999942
2023-12-01,2024-04-30 00:00:00,782013626.0,2323.831199311629,2500.0,,Fitted Stitch,123.98000000000002
2023-12-04,2024-04-30 09:28:00,757115616.0,2311.5000000000045,-32.96,,The Works,-32.960000000000036
2023-12-01,2024-04-30 00:00:00,361955473.0,2308.393745244084,2500.0,,Premier Finance,1619.99
2023-12-02,2024-04-30 16:53:00,376271050.0,2296.145681627471,-49.97,,Five Senses Art,-57.95999999999958
2023-12-06,2024-04-30 03:20:00,779236304.0,2281.037595479535,-38.84,,Deliveroo,-38.840000000000146
2023-12-06,2024-04-30 16:21:00,829914501.0,2267.828806570975,-82.19,,Tesco,-82.19399999999996
2023-12-06,2024-04-30 13:18:00,849096144.0,2206.6420207513447,-6.5,,Starbucks,-6.5
2023-12-04,2024-04-30 17:22:00,255814263.0,2201.150603488462,-58.91,,Blackwell's,-58.909999999999854
2023-12-06,2024-04-30 09:53:00,865748375.0,2185.3155600401788,-42.44,,Lloyds Pharmacy,-42.44276609391727
2023-12-05,2024-04-30 08:08:00,117308635.0,2175.931176555349,-28.33,,AMAZON,-28.330439093440873
2023-12-03,2024-04-30 13:05:00,603375739.0,2167.183063023268,-166.74,,Tesco,-166.73999999999978
2023-12-01,2024-04-30 00:00:00,971010829.0,2153.115056444245,2083.0,,Premier Finance,1463.99
2023-12-01,2024-04-30 00:00:00,227104649.0,2131.1670343161777,1675.0,,A Yarn Story,32.969999999999345
2023-12-04,2024-04-30 18:35:00,486495235.0,2120.933860076208,-38.92,,Deliveroo,-38.92000000000007
2023-12-06,2024-04-30 17:08:00,656812046.0,2118.092753732519,-26.17,,JustEat,-26.170000000000528
2023-12-06,2024-04-30 11:16:00,793781222.0,2064.9808789474077,-71.97,,Five Senses Art,-71.96999999999935
2023-12-03,2024-04-30 12:30:00,741269136.0,2064.265950000003,-21.97,,The Works,-70.92999999999893
2023-12-06,2024-04-30 03:38:00,604288474.0,2061.2172287000253,-9.33,,Boots,-9.331176314123695
2023-12-01,2024-04-30 00:00:00,616924659.0,2050.384579823085,2780.0,,North Face,2235.98
2023-12-04,2024-04-30 11:20:00,986774156.0,2042.6569316257692,-5.99,,Sports Direct,-5.9900000000002365
2023-12-01,2024-04-30 00:00:00,713641917.0,2041.9588459567872,1287.0,,Selfridges,493.97
2023-12-01,2024-04-30 00:00:00,235663459.0,2035.558929812015,1596.0,,Westport Care Home,922.98
2023-12-04,2024-04-30 09:38:00,444428189.0,2021.126200000004,-55.3,,Loosely Fitted,-135.2399999999982
2023-12-06,2024-04-30 08:18:00,336557504.0,2016.7507123661103,-7.5,,Starbucks,-7.5
2023-12-01,2024-04-30 00:00:00,183546640.0,2014.2906973477336,1842.5,,Brilliant Brushes,1665.9699999999998
2023-12-05,2024-04-30 08:53:00,138609932.0,2004.1640032945857,-5.8,,Costa Coffee,-5.7999999999999545
2023-12-06,2024-04-30 09:38:00,575652395.0,1997.402048650919,-48.16,,Sports Direct,-48.16000000000008
2023-12-06,2024-04-30 08:05:00,395284483.0,1996.6903402113087,-5.7,,Coffee #1,-5.7000000000000455
2023-12-01,2024-04-30 08:51:00,518466565.0,1943.2214999999992,-155.09,,Tesco,-155.09130000000005
2023-12-05,2024-04-30 16:57:00,788740658.0,1940.4714690169988,-6.0,,The Works,-6.0
2023-12-01,2024-04-30 00:00:00,274818272.0,1936.2675785671315,1819.0,,Westport Care Home,1388.9800000000002
2023-12-06,2024-04-30 15:28:00,388862238.0,1904.5065355055185,-177.98,,Sports Direct,-177.98000000000002
2023-12-03,2024-04-30 10:25:00,121858569.0,1900.791150000002,-44.64,,Tesco,-144.64000000000033
2023-12-04,2024-04-30 15:32:00,250895529.0,1895.824532469289,-104.0,,Revella,-104.0
2023-12-06,2024-04-30 17:09:00,647936800.0,1872.439854554387,-4.07,,Etsy,-4.068954310371282
2023-12-04,2024-04-30 09:54:00,448004226.0,1868.59236866488,-57.99,,Reebok,-57.99000000000001
2023-12-05,2024-04-30 20:47:00,355602925.0,1823.767392453807,-61.61,,Tesco,-61.60559999999987
2023-12-04,2024-04-30 05:05:00,956717493.0,1822.3396622581224,-18.06,,Lloyds Pharmacy,-18.062488177862406
2023-12-06,2024-04-30 09:13:00,116169597.0,1797.8269499999994,-16.98,,Five Senses Art,-16.980000000000246
2023-12-03,2024-04-30 09:30:00,398429109.0,1792.6870000000008,-34.95,,The Works,-34.950000000000045
2023-12-06,2024-04-30 18:34:00,170637730.0,1772.473201280178,-11.68,,Boots,-11.680343391252109
2023-12-06,2024-04-30 03:04:00,670102069.0,1767.158817831161,-27.39,,JustEat,-27.3900000000001
2023-12-04,2024-04-30 17:25:00,442070890.0,1765.3824124443709,-119.97,,Sports Direct,-119.97000000000003
2023-12-04,2024-04-30 10:07:00,711045550.0,1744.4013500000042,-320.6,,Selfridges,-320.5999999999999
2023-12-01,2024-04-30 00:00:00,509627909.0,1736.8046499999991,1675.0,,Tesco,1673.97
2023-12-02,2024-04-30 13:39:00,534583529.0,1735.0475880547651,-16.85,,JustEat,-52.809999999999945
2023-12-05,2024-04-30 17:24:00,516051449.0,1719.3441491108483,-82.24,,Tesco,-82.23599999999965
2023-12-03,2024-04-30 12:34:00,329840194.0,1710.344730143148,-74.28,,Tesco,-74.27700000000027
2023-12-02,2024-04-30 09:58:00,403383649.0,1708.604803153171,-30.98,,Blackwell's,-46.9699999999998
2023-12-05,2024-04-30 17:40:00,137913631.0,1696.9082499999995,-19.99,,Sports Direct,-19.99000000000001
2023-12-06,2024-04-30 09:26:00,475277431.0,1692.5291369436188,-141.85,,Tesco,-141.85500000000002
2023-12-01,2024-04-30 00:00:00,994947671.0,1682.7557000000006,-590.0,,LBG,43.97000000000003
2023-12-06,2024-04-30 08:36:00,308897841.0,1641.254899999999,-61.81,,Tesco,-61.80510000000004
2023-12-05,2024-04-30 18:08:00,893134725.0,1631.124100776119,-59.76,,Tesco,-59.75690000000009
2023-12-01,2024-04-30 00:00:00,637433131.0,1599.090799999999,1706.0,,Westport Care Home,1161.95
2023-12-06,2024-04-30 09:05:00,472995101.0,1598.6573340990833,-88.92,,Tesco,-88.91714999999999
2023-12-01,2024-04-30 00:00:00,308068836.0,1590.7315225681923,2472.0,,Lavender Primary,935.94
2023-11-30,2024-04-30 23:59:00,235310449.0,1589.31118483031,-15.99,,Netflix,-15.990000000000009
2023-12-04,2024-04-30 09:58:00,924045955.0,1579.929442658665,-95.08,,Sports Direct,-95.07999999999993
2023-12-05,2024-04-30 10:44:00,407574996.0,1578.8296093809372,-302.4,,Fat Face,-302.4000000000001
2023-12-06,2024-04-30 18:58:00,180616589.0,1574.6108282361097,-14.0,,Tesco,-14.0
2023-12-06,2024-04-30 17:18:00,494977194.0,1571.9724705975789,-130.87,,Tesco,-130.87200000000007
2023-12-06,2024-04-30 04:54:00,760704118.0,1565.5983127174895,-21.49,,JustEat,-21.49000000000001
2023-12-02,2024-04-30 14:50:00,833499132.0,1535.0086000000024,-21.97,,The Works,-21.970000000000027
2023-12-05,2024-04-30 17:19:00,479456865.0,1527.6363618641742,-32.97,,Wool,-32.97000000000003
2023-12-06,2024-04-30 17:54:00,370757362.0,1523.5160236036174,-231.97,,Reebok,-231.97000000000025
2023-12-06,2024-04-30 06:19:00,718058208.0,1520.49857041276,-21.23,,Tesco,-21.23159139744166
2023-12-01,2024-04-30 17:25:00,828750680.0,1511.83214521368,-49.99,,Five Senses Art,-49.99000000000001
2023-12-01,2024-04-30 00:00:00,519933553.0,1508.3510041507284,1542.5,,Craftastic,1049.94
2023-12-02,2024-04-30 08:06:00,527842638.0,1505.6600426329835,-5.6,,Starbucks,-5.599999999999909
2023-12-05,2024-04-30 12:31:00,427909748.0,1501.8732000000164,-32.49,,Deliveroo,-32.49000000000001
2023-12-06,2024-04-30 19:18:00,762700245.0,1482.8717000000024,-26.45,,JustEat,-26.450000000000045
2023-12-01,2024-04-30 00:00:00,172084472.0,1474.0592784042817,1943.0,,Westport Care Home,1300.0000000000002
2023-12-06,2024-04-30 13:19:00,593378953.0,1469.7296500000048,-6.0,,Starbucks,-6.0
2023-12-06,2024-04-30 09:09:00,618138606.0,1457.323303264288,-6.1,,Starbucks,-6.100000000000136
2023-12-01,2024-04-30 00:00:00,818552503.0,1446.5380999999988,-665.0,,Halifax,115.98000000000002
2023-12-06,2024-04-30 16:13:00,538003940.0,1441.42000000001,-37.95,,The Works,-37.94999999999982
2023-12-03,2024-04-30 10:42:00,211493028.0,1425.731449999999,-57.0,,Grand Union BJJ,-57.0
2023-12-05,2024-04-30 08:59:00,149684419.0,1411.606799999998,-55.02,,Tesco,-55.02210000000014
2023-12-05,2024-04-30 17:34:00,626989363.0,1410.771763317375,-36.98,,Sports Direct,-79.95000000000005
2023-12-03,2024-04-30 13:59:00,807714284.0,1410.4501607359996,-56.19,,Tesco,-75.18250000000012
2023-12-04,2024-04-30 10:24:00,703537476.0,1397.4862499999992,-63.04,,Reebok,-63.039999999999964
2023-12-05,2024-04-30 19:03:00,296770890.0,1379.2820103790832,-38.63,,Deliveroo,-38.63000000000011
2023-12-01,2024-04-30 00:00:00,630691258.0,1376.366544874841,1842.5,,Brilliant Brushes,1412.9599999999998
2023-11-30,2024-04-30 00:00:00,151916463.0,1324.217555599169,1675.0,,Gamestation,1675.0
2023-12-04,2024-04-30 08:35:00,151278285.0,1321.1211499999995,-149.11,,Tesco,-149.10629999999992
2023-12-05,2024-04-30 09:28:00,228136274.0,1316.3509299999996,-117.35,,Tesco,-117.34590000000003
2023-12-04,2024-04-30 18:09:00,304455868.0,1305.5058798978748,-26.29,,JustEat,-26.289999999999964
2023-12-03,2024-04-30 12:02:00,583579399.0,1300.1361000000006,-27.99,,Sports Direct,-27.99000000000001
2023-12-06,2024-04-30 08:41:00,264208990.0,1297.4234999999985,-87.9,,Tesco,-124.86969999999997
2023-12-03,2024-04-30 10:07:00,943329213.0,1288.3416193497576,-17.04,,The Works,-17.039999999999964
2023-12-03,2024-04-30 16:23:00,173335108.0,1282.904000000001,-41.65,,Deliveroo,-89.61000000000013
2023-12-06,2024-04-30 11:41:00,857997794.0,1277.6106651508865,-34.98,,Five Senses Art,-34.98000000000002
2023-12-06,2024-04-30 18:04:00,124102251.0,1274.3196680143317,-23.88,,Fitted Stitch,-23.880130916912776
2023-12-06,2024-04-30 08:24:00,519935524.0,1273.933809737519,-5.4,,Starbucks,-5.400000000000091
2023-12-01,2024-04-30 00:00:00,111137699.0,1250.0954500000007,1675.0,,Tesco,1364.98
2023-12-01,2024-04-30 00:00:00,521611005.0,1240.2867141489537,1542.5,,Craftastic,1336.9700000000003
2023-12-06,2024-04-30 12:55:00,821971408.0,1238.9091102355433,-21.97,,The Works,-21.970000000000027
2023-12-02,2024-04-30 09:31:00,603721739.0,1238.7478994831838,-81.99,,Sports Direct,-81.99000000000001
2023-12-04,2024-04-30 06:58:00,628470485.0,1237.8386353461492,-36.96,,Boots,-36.95986222126544
2023-12-01,2024-04-30 00:00:00,998390769.0,1237.6067509405243,1625.0,,Kings Arms,1086.95
2023-12-06,2024-04-30 19:07:00,279149837.0,1237.2810499999994,-146.1,,Sainsbury,-146.09699999999975
2023-12-01,2024-04-30 00:00:00,293191074.0,1226.558149999999,-796.0,,Halifax,29.99000000000001
2023-12-06,2024-04-30 10:15:00,950234174.0,1212.3708192371596,-261.8,,Revella,-261.79999999999995
2023-12-06,2024-04-30 15:46:00,720742759.0,1193.2470808830071,-32.95,,Blackwell's,-32.950000000000045
2023-12-04,2024-04-30 08:52:00,316793091.0,1189.9050600549506,-44.67,,Tesco,-137.60805000000005
2023-12-06,2024-04-30 06:19:00,259015404.0,1182.9898366218165,-11.94,,Boots,-11.941373626488712
2023-12-06,2024-04-30 09:28:00,391688371.0,1147.0289551878172,-42.59,,Tesco,-42.587999999999965
2023-12-06,2024-04-30 16:33:00,964702094.0,1140.4946121713565,-122.97,,Sports Direct,-122.9699999999998
2023-12-04,2024-04-30 12:14:00,668175891.0,1133.944366073262,-20.53,,Tesco,-20.528549999999996
2023-12-05,2024-04-30 17:59:00,698955014.0,1132.0503404481908,-9.99,,Five Senses Art,-9.990000000000009
2023-12-01,2024-04-30 00:00:00,670427480.0,1131.8097000000012,-1247.0,,Halifax,55.950000000000045
2023-12-06,2024-04-30 14:38:00,152616936.0,1131.7120078630646,-61.97,,Sports Direct,-61.970000000000255
2023-12-03,2024-04-30 03:15:00,500843551.0,1124.5622999999996,-37.18,,Deliveroo,-37.180000000000064
2023-12-04,2024-04-30 08:33:00,844206657.0,1122.1557551465696,-61.75,,Tesco,-204.71524999999997
2023-12-06,2024-04-30 08:39:00,762785862.0,1120.0962999999992,-52.43,,Tesco,-52.42859999999996
2023-12-04,2024-04-30 08:34:00,215426302.0,1118.800404025692,-43.2,,,-43.20400000000018
2023-12-06,2024-04-30 17:33:00,758885184.0,1115.245082274345,-89.5,,Fat Face,-89.5
2023-12-06,2024-04-30 08:07:00,345582855.0,1090.4791528205492,-5.15,,Costa Coffee,-5.150000000000091
2023-12-05,2024-04-30 03:41:00,621652856.0,1084.9859696105402,-31.05,,Deliveroo,-31.049999999999955
2023-12-05,2024-04-30 09:47:00,762859681.0,1079.650599999999,-21.02,,Wool,-21.019999999999982
2023-12-06,2024-04-30 07:18:00,776108637.0,1078.6502536574956,-7.6,,Starbucks,-7.600000000000136
2023-12-01,2024-04-30 00:00:00,472213568.0,1078.1095057939465,1950.0,,Barbiee Boutique,1517.98
2023-12-03,2024-04-30 16:10:00,857754342.0,1069.0850380227198,-44.98,,Reebok,-44.98000000000002
2023-12-06,2024-04-30 12:53:00,660561861.0,1056.415649332573,-49.99,,Five Senses Art,-49.98999999999978
2023-12-01,2024-04-30 00:00:00,324046160.0,1039.4351167869288,2000.0,,Selfridges,1634.98
2023-12-03,2024-04-30 09:41:00,280990953.0,1038.539699999998,-130.0,,Fat Face,-130.0
2023-12-04,2024-04-30 08:52:00,130154096.0,1038.5328328480243,-147.71,,Tesco,-147.7098000000001
2023-12-06,2024-04-30 11:58:00,799861885.0,1035.6747999999986,-9.99,,The Works,-9.990000000000009
2023-12-05,2024-04-30 06:56:00,225210798.0,1035.275317359389,-15.31,,Lloyds Pharmacy,-15.30561776319064
2023-12-04,2024-04-30 18:32:00,220183538.0,1029.5735999999995,-14.97,,Hobby Lobby,-38.950000000000045
2023-12-06,2024-04-30 16:33:00,286484726.0,1027.5988129418447,-84.73,,Revella,-84.7349999999999
2023-12-05,2024-04-30 09:13:00,535744551.0,1025.1838159956258,-159.9,,Tesco,-159.89924999999994
2023-12-05,2024-04-30 09:12:00,999752672.0,1024.6110935333345,-6.35,,Coffee #1,-6.349999999999909
2023-12-05,2024-04-30 13:06:00,792845450.0,1002.3111500000008,-25.98,,Sports Direct,-25.979999999999905
2023-12-02,2024-04-30 09:37:00,709142813.0,994.0597999999992,-19.99,,Reebok,-19.99000000000001
2023-12-06,2024-04-30 18:36:00,838830098.0,991.5154920877844,-74.93,,Tesco,-74.93219999999997
2023-12-04,2024-04-30 12:16:00,221356538.0,990.6313999999996,-24.97,,The Works,-148.94999999999993
2023-12-01,2024-04-30 09:27:00,250957494.0,987.3327499999984,-57.98,,Sports Direct,-57.98000000000002
2023-12-06,2024-04-30 17:52:00,668692488.0,985.333041057584,-65.97,,Five Senses Art,-65.97000000000014
2023-11-30,2024-04-30 23:59:00,593191200.0,978.802299999999,770.0,454129843.0,,770.0
2023-12-05,2024-04-30 10:52:00,169689461.0,978.643149999999,-99.99,,Sports Direct,-242.96000000000004
2023-12-05,2024-04-30 19:42:00,287230540.0,974.4409977638752,-22.68,,Deliveroo,-22.679999999999836
2023-12-04,2024-04-30 12:31:00,711140907.0,965.6942999999992,-30.34,,JustEat,-30.340000000000032
2023-12-06,2024-04-30 08:06:00,454129843.0,957.02639516656,-4.95,,Costa Coffee,-4.9500000000000455
2023-12-06,2024-04-30 09:06:00,987229118.0,956.8742037797916,-136.14,,Tesco,-136.14300000000014
2023-12-05,2024-04-30 10:32:00,497772347.0,949.3217499999978,-58.8,,Topshop,-58.79999999999984
2023-12-04,2024-04-30 11:30:00,469330905.0,943.2784286233556,-133.66,,Revella,-133.65800000000002
2023-12-01,2024-04-30 00:00:00,357651163.0,942.7799999999992,1625.0,,Rose & Crown,1721.9499999999998
2023-12-05,2024-04-30 10:01:00,598793068.0,942.4063999999978,-26.97,,Wool,-26.970000000000027
2023-12-01,2024-04-30 00:00:00,630468201.0,936.4643161102985,1596.0,,Westport Care Home,1357.9500000000003
2023-12-06,2024-04-30 11:08:00,280098744.0,932.5753778716668,-23.97,,Five Senses Art,-23.970000000000027
2023-12-06,2024-04-30 17:43:00,466649401.0,932.0335807973744,-37.03,,Tesco,-37.02719999999999
2023-12-04,2024-04-30 12:10:00,637649383.0,924.5280999999984,-109.84,,Tesco,-296.78469999999993
2023-12-05,2024-04-30 04:27:00,903468956.0,924.348999999999,-8.95,,Deliveroo,-32.93000000000018
2023-12-06,2024-04-30 19:27:00,160166876.0,916.3300405862434,-32.1,,JustEat,-32.10000000000002
2023-12-04,2024-04-30 19:04:00,163470640.0,914.9322999999996,-76.62,,Tesco,-261.57129999999995
2023-12-04,2024-04-30 08:09:00,241459011.0,910.7389132723464,-6.5,,Starbucks,-6.5
2023-12-03,2024-04-30 13:37:00,871866387.0,904.7931999999988,-76.54,,Tesco,-128.5015000000002
2023-12-06,2024-04-30 16:46:00,297823329.0,881.3686499999991,-15.98,,The Works,-15.980000000000018
2023-12-01,2024-04-30 00:00:00,652048867.0,878.5518499999989,-575.0,,LBG,126.98000000000002
2023-12-05,2024-04-30 15:29:00,912584712.0,876.100619544733,-12.98,,Blackwell's,-12.980000000000018
2023-11-30,2024-04-30 23:59:00,891513205.0,873.2911796590689,390.0,198051483.0,,390.0
2023-12-02,2024-04-30 09:25:00,648644594.0,867.707099999999,-178.0,,Topshop,-178.0
2023-12-01,2024-04-30 00:00:00,828532554.0,865.8803095172897,1625.0,,The Crown,1029.98
2023-12-01,2024-04-30 00:00:00,146686559.0,865.368588826522,1675.0,,North Face,1443.97
2023-11-30,2024-04-30 09:50:00,132400709.0,863.4170351539397,-40.99,,Sports Direct,-40.989999999999895
2023-12-06,2024-04-30 07:51:00,673025413.0,861.4753565414796,-29.59,,Selfridges,-29.588208739229685
2023-12-05,2024-04-30 17:30:00,416060965.0,859.2122547005804,-76.99,,Sports Direct,-100.97000000000003
2023-12-06,2024-04-30 09:20:00,409370545.0,856.9412755455209,-38.22,,The Works,-38.22000000000003
2023-12-04,2024-04-30 08:56:00,833899961.0,855.1149957180096,-52.99,,Tesco,-52.98720000000003
2023-12-05,2024-04-30 08:25:00,358846516.0,853.1007225272173,-5.4,,Coffee #1,-5.399999999999977
2023-11-30,2024-04-30 09:21:00,709935470.0,850.9707376997723,-49.98,,Sports Direct,-49.98000000000013
2023-12-01,2024-04-30 09:23:00,384497904.0,841.343499999999,-29.99,,Gamestation,-29.99000000000001
2023-12-02,2024-04-30 10:47:00,188263947.0,839.4227500000007,-52.91,,The Works,-71.90000000000009
2023-12-06,2024-04-30 15:39:00,939972497.0,838.3109086000104,-17.97,,Blackwell's,-17.970000000000027
2023-12-06,2024-04-30 17:25:00,886837068.0,835.0955999999992,-3.98,,Five Senses Art,-3.980000000000018
2023-12-01,2024-04-30 09:17:00,299871610.0,826.3506530587667,-28.0,,Reebok,-28.0
2023-12-06,2024-04-30 17:38:00,282102606.0,825.3481624228265,-32.96,,The Works,-32.960000000000036
2023-12-01,2024-04-30 00:00:00,816685391.0,798.1955962915736,1675.0,,Tesco,1432.97
2023-12-06,2024-04-30 19:17:00,929044080.0,787.1638915056282,-20.82,,Tesco,-20.82000000000005
2023-12-06,2024-04-30 12:05:00,386277162.0,783.5299999999994,-26.43,,JustEat,-26.42999999999995
2023-12-02,2024-04-30 10:02:00,680773155.0,782.1090833310911,-91.48,,Selfridges,-91.48000000000002
2023-12-06,2024-04-30 16:11:00,456221621.0,766.5945673026279,-20.29,,Deliveroo,-20.289999999999964
2023-12-02,2024-04-30 17:30:00,467207141.0,763.7842670482637,-29.99,,Sports Direct,-29.99000000000001
2023-12-05,2024-04-30 09:53:00,941285623.0,761.9553990667703,-61.97,,Sports Direct,-61.97000000000003
2023-12-03,2024-04-30 10:05:00,420109571.0,761.3684258932456,-58.99,,Fat Face,-2360.9300000000003
2023-12-04,2024-04-30 15:24:00,352899149.0,760.8727411773411,-22.96,,The Works,-38.950000000000045
2023-11-30,2024-04-30 00:00:00,536924114.0,752.7752944069039,1842.5,,Pets at Home,1470.0
2023-12-04,2024-04-30 03:09:00,349614277.0,748.3750999999993,-950.0,871200314.0,,-950.0
2023-12-06,2024-04-30 18:35:00,604334058.0,736.8443999999993,-151.26,,Tesco,-151.2609
2023-12-06,2024-04-30 20:12:00,742223719.0,736.2438573048025,-147.43,,Tesco,-147.43049999999994
2023-12-04,2024-04-30 10:16:00,578131296.0,734.7631694440436,-54.99,,Sports Direct,-54.99000000000001
2023-12-04,2024-04-30 11:10:00,904154012.0,722.8074581204314,-127.48,,Topshop,-127.48000000000002
2023-12-06,2024-04-30 12:50:00,108812033.0,717.0645999999981,-70.98,,Tesco,-70.98210000000006
2023-12-02,2024-04-30 10:04:00,424397946.0,702.1297836054002,-77.99,,Reebok,-154.94000000000005
